Speed (Without Acceleration),Angle Speed,Ticks per Step (First),Ticks per Step (Periodic),Ticks per Step (Average),Steps per Second,Angles Before Gravity (Average),Angles Before Reset (Average)
7387,4930,,6,6.0,5.0,42714,100754
7388,4931,,6,6.0,5.0,42723,100774
7389,4932,,6,6.0,5.0,42732,100794
7390,4933,,6,6.0,5.0,42738,100809
7391,4934,,6,6.0,5.0,42747,100829
7392,4935,,6,6.0,5.0,42756,100849
7393,4936,,6,6.0,5.0,42762,100864
7394,4937,,6,6.0,5.0,42771,100884
7395,4938,,6,6.0,5.0,42780,100904
7396,4939,,6,6.0,5.0,42786,100919
7397,4940,,6,6.0,5.0,42795,100939
7398,4941,,6,6.0,5.0,42804,100959
7399,4942,,6,6.0,5.0,42810,100974
7400,4943,,6,6.0,5.0,42819,100994
7401,4944,,6,6.0,5.0,42828,101014
7402,4945,,6,6.0,5.0,42834,101029
7403,4946,,6,6.0,5.0,42843,101049
7404,4947,,6,6.0,5.0,42852,101069
7405,4948,,6,6.0,5.0,42858,101084
7406,4949,,6,6.0,5.0,42867,101104
7407,4950,,6,6.0,5.0,42876,101124
7408,4951,,6,6.0,5.0,42882,101139
7409,4952,,6,6.0,5.0,42891,101159
7410,4953,,6,6.0,5.0,42900,101179
7411,4954,,6,6.0,5.0,42906,101194
7412,4955,,6,6.0,5.0,42915,101214
7413,4956,,6,6.0,5.0,42924,101234
7414,4957,,6,6.0,5.0,42930,101249
7415,4958,,6,6.0,5.0,42939,101269
7416,4959,,6,6.0,5.0,42948,101289
7417,4960,,6,6.0,5.0,42954,101304
7418,4961,,6,6.0,5.0,42963,101324
7419,4962,,6,6.0,5.0,42972,101344
7420,4963,,6,6.0,5.0,42978,101359
7421,4964,,6,6.0,5.0,42987,101379
7422,4965,,6,6.0,5.0,42996,101399
7423,4966,,6,6.0,5.0,43002,101414
7424,4967,,6,6.0,5.0,43011,101434
7425,4968,,6,6.0,5.0,43020,101454
7426,4969,,6,6.0,5.0,43026,101469
7427,4970,,6,6.0,5.0,43035,101489
7428,4971,,6,6.0,5.0,43044,101509
7429,4972,,6,6.0,5.0,43050,101524
7430,4973,,6,6.0,5.0,43059,101544
7431,4974,,6,6.0,5.0,43068,101564
7432,4975,,6,6.0,5.0,43074,101579
7433,4976,,6,6.0,5.0,43083,101599
7434,4977,,6,6.0,5.0,43092,101619
7435,4978,,6,6.0,5.0,43098,101634
7436,4979,,6,6.0,5.0,43107,101654
7437,4980,,6,6.0,5.0,43116,101674
7438,4981,,6,6.0,5.0,43122,101689
7439,4982,,6,6.0,5.0,43131,101709
7440,4983,,6,6.0,5.0,43140,101729
7441,4984,,6,6.0,5.0,43146,101744
7442,4985,,6,6.0,5.0,43155,101764
7443,4986,,6,6.0,5.0,43164,101784
7444,4987,,6,6.0,5.0,43170,101799
7445,4988,,6,6.0,5.0,43179,101819
7446,4989,,6,6.0,5.0,43188,101839
7447,4990,,6,6.0,5.0,43194,101854
7448,4991,,6,6.0,5.0,43203,101874
7449,4992,,6,6.0,5.0,43212,101894
7450,4993,,6,6.0,5.0,43218,101909
7451,4994,,6,6.0,5.0,43227,101929
7452,4995,,6,6.0,5.0,43236,101949
7453,4996,,6,6.0,5.0,43242,101964
7454,4997,,6,6.0,5.0,43251,101984
7455,4998,,6,6.0,5.0,43260,102004
7456,4999,,6,6.0,5.0,43266,102019
7457,5000,,6,6.0,5.0,43275,102039
7458,5001,,6,6.0,5.0,43284,102059
7459,5002,,6,6.0,5.0,43290,102074
7460,5003,,6,6.0,5.0,43299,102094
7461,5004,,6,6.0,5.0,43308,102114
7462,5005,,6,6.0,5.0,43314,102129
7463,5006,,6,6.0,5.0,43323,102149
7464,5007,,6,6.0,5.0,43332,102169
7465,5008,,6,6.0,5.0,43338,102184
7466,5009,,6,6.0,5.0,43347,102204
7467,5010,,6,6.0,5.0,43356,102224
7468,5011,,6,6.0,5.0,43362,102239
7469,5012,,6,6.0,5.0,43371,102259
7470,5013,,6,6.0,5.0,43380,102279
7471,5014,,6,6.0,5.0,43386,102294
7472,5015,,6,6.0,5.0,43395,102314
7473,5016,,6,6.0,5.0,43404,102334
7474,5017,,6,6.0,5.0,43410,102349
7475,5018,,6,6.0,5.0,43419,102369
7476,5019,,6,6.0,5.0,43428,102389
7477,5020,,6,6.0,5.0,43434,102404
7478,5021,,6,6.0,5.0,43443,102424
7479,5022,,6,6.0,5.0,43452,102444
7480,5023,,6,6.0,5.0,43458,102459
7481,5024,,6,6.0,5.0,43467,102479
7482,5025,,6,6.0,5.0,43476,102499
7483,5026,,6,6.0,5.0,43482,102514
7484,5027,,6,6.0,5.0,43491,102534
7485,5028,,6,6.0,5.0,43500,102554
7486,5029,,6,6.0,5.0,43506,102569
7487,5030,,6,6.0,5.0,43515,102589
7488,5031,,6,6.0,5.0,43524,102609
7489,5032,,6,6.0,5.0,43530,102624
7490,5033,,6,6.0,5.0,43539,102644
7491,5034,,6,6.0,5.0,43548,102664
7492,5035,,6,6.0,5.0,43554,102679
7493,5036,,6,6.0,5.0,43563,102699
7494,5037,,6,6.0,5.0,43572,102719
7495,5038,,6,6.0,5.0,43578,102734
7496,5039,,6,6.0,5.0,43587,102754
7497,5040,,6,6.0,5.0,43596,102774
7498,5041,,6,6.0,5.0,43602,102789
7499,5042,,6,6.0,5.0,43611,102809
7500,5043,,6,6.0,5.0,43620,102829
7501,5044,,6,6.0,5.0,43626,102844
7502,5045,,6,6.0,5.0,43635,102864
7503,5046,,6,6.0,5.0,43644,102884
7504,5047,,6,6.0,5.0,43650,102899
7505,5048,,6,6.0,5.0,43659,102919
7506,5049,,6,6.0,5.0,43668,102939
7507,5050,,6,6.0,5.0,43674,102954
7508,5051,,6,6.0,5.0,43683,102974
7509,5052,,6,6.0,5.0,43692,102994
7510,5053,,6,6.0,5.0,43698,103009
7511,5054,,6,6.0,5.0,43707,103029
7512,5055,,6,6.0,5.0,43716,103049
7513,5056,,6,6.0,5.0,43722,103064
7514,5057,,6,6.0,5.0,43731,103084
7515,5058,,6,6.0,5.0,43740,103104
7516,5059,,6,6.0,5.0,43746,103119
7517,5060,,6,6.0,5.0,43755,103139
7518,5061,,6,6.0,5.0,43764,103159
7519,5062,,6,6.0,5.0,43770,103174
7520,5063,,6,6.0,5.0,43779,103194
7521,5064,,6,6.0,5.0,43788,103214
7522,5065,,6,6.0,5.0,43794,103229
7523,5066,,6,6.0,5.0,43803,103249
7524,5067,,6,6.0,5.0,43812,103269
7525,5068,,6,6.0,5.0,43818,103284
7526,5069,,6,6.0,5.0,43827,103304
7527,5070,,6,6.0,5.0,43836,103324
7528,5071,,6,6.0,5.0,43842,103339
7529,5072,,6,6.0,5.0,43851,103359
7530,5073,,6,6.0,5.0,43860,103379
7531,5074,,6,6.0,5.0,43866,103394
7532,5075,,6,6.0,5.0,43875,103414
7533,5076,,6,6.0,5.0,43884,103434
7534,5077,,6,6.0,5.0,43890,103449
7535,5078,,6,6.0,5.0,43899,103469
7536,5079,,6,6.0,5.0,43908,103489
7537,5080,,6,6.0,5.0,43914,103504
7538,5081,,6,6.0,5.0,43923,103524
7539,5082,,6,6.0,5.0,43932,103544
7540,5083,,6,6.0,5.0,43938,103559
7541,5084,,6,6.0,5.0,43947,103579
7542,5085,,6,6.0,5.0,43956,103599
7543,5086,,6,6.0,5.0,43962,103614
7544,5087,,6,6.0,5.0,43971,103634
7545,5088,,6,6.0,5.0,43980,103654
7546,5089,,6,6.0,5.0,43986,103669
7547,5090,,6,6.0,5.0,43995,103689
7548,5091,,6,6.0,5.0,44004,103709
7549,5092,,6,6.0,5.0,44010,103724
7550,5093,,6,6.0,5.0,44019,103744
7551,5094,,6,6.0,5.0,44028,103764
7552,5095,,6,6.0,5.0,44034,103779
7553,5096,,6,6.0,5.0,44043,103799
7554,5097,,6,6.0,5.0,44052,103819
7555,5098,,6,6.0,5.0,44058,103834
7556,5099,,6,6.0,5.0,44067,103854
7557,5100,,6,6.0,5.0,44076,103874
7558,5101,,6,6.0,5.0,44082,103889
7559,5102,,6,6.0,5.0,44091,103909
7560,5103,,6,6.0,5.0,44100,103929
7561,5104,,6,6.0,5.0,44106,103944
7562,5105,,6,6.0,5.0,44115,103964
7563,5106,,6,6.0,5.0,44124,103984
7564,5107,,6,6.0,5.0,44130,103999
7565,5108,,6,6.0,5.0,44139,104019
7566,5109,,6,6.0,5.0,44148,104039
7567,5110,,6,6.0,5.0,44154,104054
7568,5111,,6,6.0,5.0,44163,104074
7569,5112,,6,6.0,5.0,44172,104094
7570,5113,,6,6.0,5.0,44178,104109
7571,5114,,6,6.0,5.0,44187,104129
7572,5115,,6,6.0,5.0,44196,104149
7573,5116,,6,6.0,5.0,44202,104164
7574,5117,,6,6.0,5.0,44211,104184
7575,5118,,6,6.0,5.0,44220,104204
7576,5119,,6,6.0,5.0,44226,104219
7577,5120,,6,6.0,5.0,44235,104239
7578,5121,,6,6.0,5.0,44244,104259
7579,5122,,6,6.0,5.0,44250,104274
7580,5123,,6,6.0,5.0,44259,104294
7581,5124,,6,6.0,5.0,44268,104314
7582,5125,,6,6.0,5.0,44274,104329
7583,5126,,6,6.0,5.0,44283,104349
7584,5127,,6,6.0,5.0,44292,104369
7585,5128,,6,6.0,5.0,44298,104384
7586,5129,,6,6.0,5.0,44307,104404
7587,5130,,6,6.0,5.0,44316,104424
7588,5131,,6,6.0,5.0,44322,104439
7589,5132,,6,6.0,5.0,44331,104459
7590,5133,,6,6.0,5.0,44340,104479
7591,5134,,6,6.0,5.0,44346,104494
7592,5135,,6,6.0,5.0,44355,104514
7593,5136,,6,6.0,5.0,44364,104534
7594,5137,,6,6.0,5.0,44370,104549
7595,5138,,6,6.0,5.0,44379,104569
7596,5139,,6,6.0,5.0,44388,104589
7597,5140,,6,6.0,5.0,44394,104604
7598,5141,,6,6.0,5.0,44403,104624
7599,5142,,6,6.0,5.0,44412,104644
7600,5143,,6,6.0,5.0,44418,104659
7601,5144,,6,6.0,5.0,44427,104679
7602,5145,,6,6.0,5.0,44436,104699
7603,5146,,6,6.0,5.0,44442,104714
7604,5147,,6,6.0,5.0,44451,104734
7605,5148,,6,6.0,5.0,44460,104754
7606,5149,,6,6.0,5.0,44466,104769
7607,5150,,6,6.0,5.0,44475,104789
7608,5151,,6,6.0,5.0,44484,104809
7609,5152,,6,6.0,5.0,44490,104824
7610,5153,,6,6.0,5.0,44499,104844
7611,5154,,6,6.0,5.0,44508,104864
7612,5155,,6,6.0,5.0,44514,104879
7613,5156,,6,6.0,5.0,44523,104899
7614,5157,,6,6.0,5.0,44532,104919
7615,5158,,6,6.0,5.0,44538,104934
7616,5159,,6,6.0,5.0,44547,104954
7617,5160,,6,6.0,5.0,44556,104974
7618,5161,,6,6.0,5.0,44562,104989
7619,5162,,6,6.0,5.0,44571,105009
7620,5163,,6,6.0,5.0,44580,105029
7621,5164,,6,6.0,5.0,44586,105044
7622,5165,,6,6.0,5.0,44595,105064
7623,5166,,6,6.0,5.0,44604,105084
7624,5167,,6,6.0,5.0,44610,105099
7625,5168,,6,6.0,5.0,44619,105119
7626,5169,,6,6.0,5.0,44628,105139
7627,5170,,6,6.0,5.0,44634,105154
7628,5171,,6,6.0,5.0,44643,105174
7629,5172,,6,6.0,5.0,44652,105194
7630,5173,,6,6.0,5.0,44658,105209
7631,5174,,6,6.0,5.0,44667,105229
7632,5175,,6,6.0,5.0,44676,105249
7633,5176,,6,6.0,5.0,44682,105264
7634,5177,,6,6.0,5.0,44691,105284
7635,5178,,6,6.0,5.0,44700,105304
7636,5179,,6,6.0,5.0,44706,105319
7637,5180,,6,6.0,5.0,44715,105339
7638,5181,,6,6.0,5.0,44724,105359
7639,5182,,6,6.0,5.0,44730,105374
7640,5183,,6,6.0,5.0,44739,105394
7641,5184,,6,6.0,5.0,44748,105414
7642,5185,,6,6.0,5.0,44754,105429
7643,5186,,6,6.0,5.0,44763,105449
7644,5187,,6,6.0,5.0,44772,105469
7645,5188,,6,6.0,5.0,44778,105484
7646,5189,,6,6.0,5.0,44787,105504
7647,5190,,6,6.0,5.0,44796,105524
7648,5191,,6,6.0,5.0,44802,105539
7649,5192,,6,6.0,5.0,44811,105559
7650,5193,,6,6.0,5.0,44820,105579
7651,5194,,6,6.0,5.0,44826,105594
7652,5195,,6,6.0,5.0,44835,105614
7653,5196,,6,6.0,5.0,44844,105634
7654,5197,,6,6.0,5.0,44850,105649
7655,5198,,6,6.0,5.0,44859,105669
7656,5199,,6,6.0,5.0,44868,105689
7657,5200,,6,6.0,5.0,44874,105704
7658,5201,,6,6.0,5.0,44883,105724
7659,5202,,6,6.0,5.0,44892,105744
7660,5203,,6,6.0,5.0,44898,105759
7661,5204,,6,6.0,5.0,44907,105779
7662,5205,,6,6.0,5.0,44916,105799
7663,5206,,6,6.0,5.0,44922,105814
7664,5207,,6,6.0,5.0,44931,105834
7665,5208,,6,6.0,5.0,44940,105854
7666,5209,,6,6.0,5.0,44946,105869
7667,5210,,6,6.0,5.0,44955,105889
7668,5211,,6,6.0,5.0,44964,105909
7669,5212,,6,6.0,5.0,44970,105924
7670,5213,,6,6.0,5.0,44979,105944
7671,5214,,6,6.0,5.0,44988,105964
7672,5215,,6,6.0,5.0,44994,105979
7673,5216,,6,6.0,5.0,45003,105999
7674,5217,,6,6.0,5.0,45012,106019
7675,5218,,6,6.0,5.0,45018,106034
7676,5219,,6,6.0,5.0,45027,106054
7677,5220,,6,6.0,5.0,45036,106074
7678,5221,,6,6.0,5.0,45042,106089
7679,5222,,6,6.0,5.0,45051,106109
7680,5223,,6,6.0,5.0,45060,106129
7681,5224,,6,6.0,5.0,45066,106144
7682,5225,,6,6.0,5.0,45075,106164
7683,5226,,6,6.0,5.0,45084,106184
7684,5227,,6,6.0,5.0,45090,106199
7685,5228,,6,6.0,5.0,45099,106219
7686,5229,,6,6.0,5.0,45108,106239
7687,5230,,6,6.0,5.0,45114,106254
7688,5231,,6,6.0,5.0,45123,106274
7689,5232,,6,6.0,5.0,45132,106294
7690,5233,,6,6.0,5.0,45138,106309
7691,5234,,6,6.0,5.0,45147,106329
7692,5235,,6,6.0,5.0,45156,106349
7693,5236,,6,6.0,5.0,45162,106364
7694,5237,,6,6.0,5.0,45171,106384
7695,5238,,6,6.0,5.0,45180,106404
7696,5239,,6,6.0,5.0,45186,106419
7697,5240,,6,6.0,5.0,45195,106439
7698,5241,,6,6.0,5.0,45204,106459
7699,5242,,6,6.0,5.0,45210,106474
7700,5243,,6,6.0,5.0,45219,106494
7701,5244,,6,6.0,5.0,45228,106514
7702,5245,,6,6.0,5.0,45234,106529
7703,5246,,6,6.0,5.0,45243,106549
7704,5247,,6,6.0,5.0,45252,106569
7705,5248,,6,6.0,5.0,45258,106584
7706,5249,,6,6.0,5.0,45267,106604
7707,5250,,6,6.0,5.0,45276,106624
7708,5251,,6,6.0,5.0,45282,106639
7709,5252,,6,6.0,5.0,45291,106659
7710,5253,,6,6.0,5.0,45300,106679
7711,5254,,6,6.0,5.0,45306,106694
7712,5255,,6,6.0,5.0,45315,106714
7713,5256,,6,6.0,5.0,45324,106734
7714,5257,,6,6.0,5.0,45330,106749
7715,5258,,6,6.0,5.0,45339,106769
7716,5259,,6,6.0,5.0,45348,106789
7717,5260,,6,6.0,5.0,45354,106804
7718,5261,,6,6.0,5.0,45363,106824
7719,5262,,6,6.0,5.0,45372,106844
7720,5263,,6,6.0,5.0,45378,106859
7721,5264,,6,6.0,5.0,45387,106879
7722,5265,,6,6.0,5.0,45396,106899
7723,5266,,6,6.0,5.0,45402,106914
7724,5267,,6,6.0,5.0,45411,106934
7725,5268,,6,6.0,5.0,45420,106954
7726,5269,,6,6.0,5.0,45426,106969
7727,5270,,6,6.0,5.0,45435,106989
7728,5271,,6,6.0,5.0,45444,107009
7729,5272,,6,6.0,5.0,45450,107024
7730,5273,,6,6.0,5.0,45459,107044
7731,5274,,6,6.0,5.0,45468,107064
7732,5275,,6,6.0,5.0,45474,107079
7733,5276,,6,6.0,5.0,45483,107099
7734,5277,,6,6.0,5.0,45492,107119
7735,5278,,6,6.0,5.0,45498,107134
7736,5279,,6,6.0,5.0,45507,107154
7737,5280,,6,6.0,5.0,45516,107174
7738,5281,,6,6.0,5.0,45522,107189
7739,5282,,6,6.0,5.0,45531,107209
7740,5283,,6,6.0,5.0,45540,107229
7741,5284,,6,6.0,5.0,45546,107244
7742,5285,,6,6.0,5.0,45555,107264
7743,5286,,6,6.0,5.0,45564,107284
7744,5287,,6,6.0,5.0,45570,107299
7745,5288,,6,6.0,5.0,45579,107319
7746,5289,,6,6.0,5.0,45588,107339
7747,5290,,6,6.0,5.0,45594,107354
7748,5291,,6,6.0,5.0,45603,107374
7749,5292,,6,6.0,5.0,45612,107394
7750,5293,,6,6.0,5.0,45618,107409
7751,5294,,6,6.0,5.0,45627,107429
7752,5295,,6,6.0,5.0,45636,107449
7753,5296,,6,6.0,5.0,45642,107464
7754,5297,,6,6.0,5.0,45651,107484
7755,5298,,6,6.0,5.0,45660,107504
7756,5299,,6,6.0,5.0,45666,107519
7757,5300,,6,6.0,5.0,45675,107539
7758,5301,,6,6.0,5.0,45684,107559
7759,5302,,6,6.0,5.0,45690,107574
7760,5303,,6,6.0,5.0,45699,107594
7761,5304,,6,6.0,5.0,45708,107614
7762,5305,,6,6.0,5.0,45714,107629
7763,5306,,6,6.0,5.0,45723,107649
7764,5307,,6,6.0,5.0,45732,107669
7765,5308,,6,6.0,5.0,45738,107684
7766,5309,,6,6.0,5.0,45747,107704
7767,5310,,6,6.0,5.0,45756,107724
7768,5311,,6,6.0,5.0,45762,107739
7769,5312,,6,6.0,5.0,45771,107759
7770,5313,,6,6.0,5.0,45780,107779
7771,5314,,6,6.0,5.0,45786,107794
7772,5315,,6,6.0,5.0,45795,107814
7773,5316,,6,6.0,5.0,45804,107834
7774,5317,,6,6.0,5.0,45810,107849
7775,5318,,6,6.0,5.0,45819,107869
7776,5319,,6,6.0,5.0,45828,107889
7777,5320,,6,6.0,5.0,45834,107904
7778,5321,,6,6.0,5.0,45843,107924
7779,5322,,6,6.0,5.0,45852,107944
7780,5323,,6,6.0,5.0,45858,107959
7781,5324,,6,6.0,5.0,45867,107979
7782,5325,5,6,6.0,5.0,45873,107994
7783,5326,5,6,6.0,5.0,45882,108014
7784,5327,5,6,6.0,5.0,45891,108034
7785,5328,5,6,6.0,5.0,45897,108049
7786,5329,5,6,6.0,5.0,45906,108069
7787,5330,5,6,6.0,5.0,45915,108089
7788,5331,5,6,6.0,5.0,45921,108104
7789,5332,5,6,6.0,5.0,45930,108124
7790,5333,5,6,6.0,5.0,45939,108144
7791,5334,5,6,6.0,5.0,45945,108159
7792,5335,5,6,6.0,5.0,45954,108179
7793,5336,5,6,6.0,5.0,45963,108199
7794,5337,5,6,6.0,5.0,45969,108214
7795,5338,5,6,6.0,5.0,45978,108234
7796,5339,5,6,6.0,5.0,45987,108254
7797,5340,5,6,6.0,5.0,45993,108269
7798,5341,5,6,6.0,5.0,46002,108289
7799,5342,5,6,6.0,5.0,46011,108309
7800,5343,5,6,6.0,5.0,46017,108324
7801,5344,5,6,6.0,5.0,46026,108344
7802,5345,5,6,6.0,5.0,46035,108364
7803,5346,5,6,6.0,5.0,46041,108379
7804,5347,5,6,6.0,5.0,46050,108399
7805,5348,5,6,6.0,5.0,46059,108419
7806,5349,5,6,6.0,5.0,46065,108434
7807,5350,5,6,6.0,5.0,46074,108454
7808,5351,5,6,6.0,5.0,46083,108474
7809,5352,5,6,6.0,5.0,46089,108489
7810,5353,5,6,6.0,5.0,46098,108509
7811,5354,5,6,6.0,5.0,46107,108529
7812,5355,5,6,6.0,5.0,46113,108544
7813,5356,5,6,6.0,5.0,46122,108564
7814,5357,5,6,6.0,5.0,46131,108584
7815,5358,5,6,6.0,5.0,46137,108599
7816,5359,5,6,6.0,5.0,46146,108619
7817,5360,5,6,6.0,5.0,46155,108639
7818,5361,5,6,6.0,5.0,46161,108654
7819,5362,5,6,6.0,5.0,46170,108674
7820,5363,5,6,6.0,5.0,46179,108694
7821,5364,5,6,6.0,5.0,46185,108709
7822,5365,5,6,6.0,5.0,46194,108729
7823,5366,5,6,6.0,5.0,46203,108749
7824,5367,5,6,6.0,5.0,46209,108764
7825,5368,5,6,6.0,5.0,46218,108784
7826,5369,5,6,6.0,5.0,46227,108804
7827,5370,5,6,6.0,5.0,46233,108819
7828,5371,5,6,6.0,5.0,46242,108839
7829,5372,5,6,6.0,5.0,46251,108859
7830,5373,5,6,6.0,5.0,46257,108874
7831,5374,5,6,6.0,5.0,46266,108894
7832,5375,5,6,6.0,5.0,46275,108914
7833,5376,5,6,6.0,5.0,46281,108929
7834,5377,5,6,6.0,5.0,46290,108949
7835,5378,5,6,6.0,5.0,46299,108969
7836,5379,5,6,6.0,5.0,46305,108984
7837,5380,5,6,6.0,5.0,46314,109004
7838,5381,5,6,6.0,5.0,46323,109024
7839,5382,5,6,6.0,5.0,46329,109039
7840,5383,5,6,6.0,5.0,46338,109059
7841,5384,5,6,6.0,5.0,46347,109079
7842,5385,5,6,6.0,5.0,46353,109094
7843,5386,5,6,6.0,5.0,46362,109114
7844,5387,5,6,6.0,5.0,46371,109134
7845,5388,5,6,6.0,5.0,46377,109149
7846,5389,5,6,6.0,5.0,46386,109169
7847,5390,5,6,6.0,5.0,46395,109189
7848,5391,5,6,6.0,5.0,46401,109204
7849,5392,5,6,6.0,5.0,46410,109224
7850,5393,5,6,6.0,5.0,46419,109244
7851,5394,5,6,6.0,5.0,46425,109259
7852,5395,5,6,6.0,5.0,46434,109279
7853,5396,5,6,6.0,5.0,46443,109299
7854,5397,5,6,6.0,5.0,46449,109314
7855,5398,5,6,6.0,5.0,46458,109334
7856,5399,5,6,6.0,5.0,46467,109354
7857,5400,5,6,6.0,5.0,46473,109369
7858,5401,5,6,6.0,5.0,46482,109389
7859,5402,5,6,6.0,5.0,46491,109409
7860,5403,5,6,6.0,5.0,46497,109424
7861,5404,5,6,6.0,5.0,46506,109444
7862,5405,5,6,6.0,5.0,46515,109464
7863,5406,5,6,6.0,5.0,46521,109479
7864,5407,5,6,6.0,5.0,46530,109499
7865,5408,5,6,6.0,5.0,46539,109519
7866,5409,5,6,6.0,5.0,46545,109534
7867,5410,5,6,6.0,5.0,46554,109554
7868,5411,5,6,6.0,5.0,46563,109574
7869,5412,5,6,6.0,5.0,46569,109589
7870,5413,5,6,6.0,5.0,46578,109609
7871,5414,5,6,6.0,5.0,46587,109629
7872,5415,5,6,6.0,5.0,46593,109644
7873,5416,5,6,6.0,5.0,46602,109664
7874,5417,5,6,6.0,5.0,46611,109684
7875,5418,5,6,6.0,5.0,46617,109699
7876,5419,5,6,6.0,5.0,46626,109719
7877,5420,5,6,6.0,5.0,46635,109739
7878,5421,5,6,6.0,5.0,46641,109754
7879,5422,5,6,6.0,5.0,46650,109774
7880,5423,5,6,6.0,5.0,46659,109794
7881,5424,5,6,6.0,5.0,46665,109809
7882,5425,5,6,6.0,5.0,46674,109829
7883,5426,5,6,6.0,5.0,46683,109849
7884,5427,5,6,6.0,5.0,46689,109864
7885,5428,5,6,6.0,5.0,46698,109884
7886,5429,5,6,6.0,5.0,46707,109904
7887,5430,5,6,6.0,5.0,46713,109919
7888,5431,5,6,6.0,5.0,46722,109939
7889,5432,5,6,6.0,5.0,46731,109959
7890,5433,5,6,6.0,5.0,46737,109974
7891,5434,5,6,6.0,5.0,46746,109994
7892,5435,5,6,6.0,5.0,46755,110014
7893,5436,5,6,6.0,5.0,46761,110029
7894,5437,5,6,6.0,5.0,46770,110049
7895,5438,5,6,6.0,5.0,46779,110069
7896,5439,5,6,6.0,5.0,46785,110084
7897,5440,5,6,6.0,5.0,46794,110104
7898,5441,5,6,6.0,5.0,46803,110124
7899,5442,5,6,6.0,5.0,46809,110139
7900,5443,5,6,6.0,5.0,46818,110159
7901,5444,5,6,6.0,5.0,46827,110179
7902,5445,5,6,6.0,5.0,46833,110194
7903,5446,5,6,6.0,5.0,46842,110214
7904,5447,5,6,6.0,5.0,46851,110234
7905,5448,5,6,6.0,5.0,46857,110249
7906,5449,5,6,6.0,5.0,46866,110269
7907,5450,5,6,6.0,5.0,46875,110289
7908,5451,5,6,6.0,5.0,46881,110304
7909,5452,5,6,6.0,5.0,46890,110324
7910,5453,5,6,6.0,5.0,46899,110344
7911,5454,5,6,6.0,5.0,46905,110359
7912,5455,5,6,6.0,5.0,46914,110379
7913,5456,5,6,6.0,5.0,46923,110399
7914,5457,5,6,6.0,5.0,46929,110414
7915,5458,5,6,6.0,5.0,46938,110434
7916,5459,5,6,6.0,5.0,46947,110454
7917,5460,5,6,6.0,5.0,46953,110469
7918,5461,5,6,6.0,5.0,46962,110489
7919,5462,5,6,6.0,5.0,46971,110509
7920,5463,5,6,6.0,5.0,46977,110524
7921,5464,5,6,6.0,5.0,46986,110544
7922,5465,5,6,6.0,5.0,46995,110564
7923,5466,5,6,6.0,5.0,47001,110579
7924,5467,5,6,6.0,5.0,47010,110599
7925,5468,5,6,6.0,5.0,47019,110619
7926,5469,5,6,6.0,5.0,47025,110634
7927,5470,5,6,6.0,5.0,47034,110654
7928,5471,5,6,6.0,5.0,47043,110674
7929,5472,5,6,6.0,5.0,47049,110689
7930,5473,5,6,6.0,5.0,47058,110709
7931,5474,5,6,6.0,5.0,47067,110729
7932,5475,5,6,6.0,5.0,47073,110744
7933,5476,5,6,6.0,5.0,47082,110764
7934,5477,5,6,6.0,5.0,47091,110784
7935,5478,5,6,6.0,5.0,47097,110799
7936,5479,5,6,6.0,5.0,47106,110819
7937,5480,5,6,6.0,5.0,47115,110839
7938,5481,5,6,6.0,5.0,47121,110854
7939,5482,5,6,6.0,5.0,47130,110874
7940,5483,5,6,6.0,5.0,47139,110894
7941,5484,5,6,6.0,5.0,47145,110909
7942,5485,5,6,6.0,5.0,47154,110929
7943,5486,5,6,6.0,5.0,47163,110949
7944,5487,5,6,6.0,5.0,47169,110964
7945,5488,5,6,6.0,5.0,47178,110984
7946,5489,5,6,6.0,5.0,47187,111004
7947,5490,5,6,6.0,5.0,47193,111019
7948,5491,5,6,6.0,5.0,47202,111039
7949,5492,5,6,6.0,5.0,47211,111059
7950,5493,5,6,6.0,5.0,47217,111074
7951,5494,5,6,6.0,5.0,47226,111094
7952,5495,5,6,6.0,5.0,47235,111114
7953,5496,5,6,6.0,5.0,47241,111129
7954,5497,5,6,6.0,5.0,47250,111149
7955,5498,5,6,6.0,5.0,47259,111169
7956,5499,5,6,6.0,5.0,47265,111184
7957,5500,5,6,6.0,5.0,47274,111204
7958,5501,5,6,6.0,5.0,47283,111224
7959,5502,5,6,6.0,5.0,47289,111239
7960,5503,5,6,6.0,5.0,47298,111259
7961,5504,5,6,6.0,5.0,47307,111279
7962,5505,5,6,6.0,5.0,47313,111294
7963,5506,5,6,6.0,5.0,47322,111314
7964,5507,5,6,6.0,5.0,47331,111334
7965,5508,5,6,6.0,5.0,47337,111349
7966,5509,5,6,6.0,5.0,47346,111369
7967,5510,5,6,6.0,5.0,47355,111389
7968,5511,5,6,6.0,5.0,47361,111404
7969,5512,5,6,6.0,5.0,47370,111424
7970,5513,5,6,6.0,5.0,47379,111444
7971,5514,5,6,6.0,5.0,47385,111459
7972,5515,5,6,6.0,5.0,47394,111479
7973,5516,5,6,6.0,5.0,47403,111499
7974,5517,5,6,6.0,5.0,47409,111514
7975,5518,5,6,6.0,5.0,47418,111534
7976,5519,5,6,6.0,5.0,47427,111554
7977,5520,5,6,6.0,5.0,47433,111569
7978,5521,5,6,6.0,5.0,47442,111589
7979,5522,5,6,6.0,5.0,47451,111609
7980,5523,5,6,6.0,5.0,47457,111624
7981,5524,5,6,6.0,5.0,47466,111644
7982,5525,5,6,6.0,5.0,47475,111664
