Speed (Without Acceleration),Angle Speed,Ticks per Step (First),Ticks per Step (Periodic),Ticks per Step (Average),Steps per Second,Angles Before Gravity (Average),Angles Before Reset (Average)
3625,1168,12,11,11.0,2.73,54159,109632
3626,1169,12,11,11.0,2.73,54194,109697
3627,1170,12,11,11.0,2.73,54229,109762
3628,1171,12,11,11.0,2.73,54271,109837
3629,1172,12,11,11.0,2.73,54306,109902
3630,1173,12,11,11.0,2.73,54341,109967
3631,1174,12,11,11.0,2.73,54376,110032
3632,1175,12,11,11.0,2.73,54418,110107
3633,1176,12,11,11.0,2.73,54453,110172
3634,1177,12,11,11.0,2.73,54488,110237
3635,1178,12,11,11.0,2.73,54523,110302
3636,1179,12,11,11.0,2.73,54558,110367
3637,1180,12,11,11.0,2.73,54600,110442
3638,1181,12,11,11.0,2.73,54635,110507
3639,1182,12,11,11.0,2.73,54670,110572
3640,1183,12,11,11.0,2.73,54705,110637
3641,1184,"12, 10",11,11.0,2.73,54747,110712
3642,1185,"12, 10",11,11.0,2.73,54782,110777
3643,1186,"12, 10",11,11.0,2.73,54817,110842
3644,1187,"12, 10",11,11.0,2.73,54852,110907
3645,1188,"12, 10",11,11.0,2.73,54887,110972
3646,1189,"12, 10",11,11.0,2.73,54929,111047
3647,1190,"12, 10",11,11.0,2.73,54964,111112
3648,1191,"12, 10",11,11.0,2.73,54999,111177
3649,1192,"12, 10",11,11.0,2.73,55034,111242
3650,1193,"12, 10",11,11.0,2.73,55076,111317
3651,1194,"12, 10",11,11.0,2.73,55111,111382
3652,1195,"12, 10",11,11.0,2.73,55146,111447
3653,1196,"12, 10",11,11.0,2.73,55181,111512
3654,1197,"12, 10",11,11.0,2.73,55216,111577
3655,1198,,11,11.0,2.73,55258,111652
3656,1199,,11,11.0,2.73,55293,111717
3657,1200,,11,11.0,2.73,55328,111782
3658,1201,,11,11.0,2.73,55363,111847
3659,1202,,11,11.0,2.73,55405,111922
3660,1203,,11,11.0,2.73,55440,111987
3661,1204,,11,11.0,2.73,55475,112052
3662,1205,,11,11.0,2.73,55510,112117
3663,1206,,11,11.0,2.73,55545,112182
3664,1207,,11,11.0,2.73,55587,112257
3665,1208,,11,11.0,2.73,55622,112322
3666,1209,,11,11.0,2.73,55657,112387
3667,1210,,11,11.0,2.73,55692,112452
3668,1211,,11,11.0,2.73,55734,112527
3669,1212,,11,11.0,2.73,55769,112592
3670,1213,,11,11.0,2.73,55804,112657
3671,1214,,11,11.0,2.73,55839,112722
3672,1215,,11,11.0,2.73,55874,112787
3673,1216,,11,11.0,2.73,55916,112862
3674,1217,,11,11.0,2.73,55951,112927
3675,1218,,11,11.0,2.73,55986,112992
3676,1219,,11,11.0,2.73,56021,113057
3677,1220,,11,11.0,2.73,56063,113132
3678,1221,,11,11.0,2.73,56098,113197
3679,1222,,11,11.0,2.73,56133,113262
3680,1223,,11,11.0,2.73,56168,113327
3681,1224,,11,11.0,2.73,56203,113392
3682,1225,,11,11.0,2.73,56245,113467
3683,1226,,11,11.0,2.73,56280,113532
3684,1227,,11,11.0,2.73,56315,113597
3685,1228,,11,11.0,2.73,56350,113662
3686,1229,,11,11.0,2.73,56392,113737
3687,1230,,11,11.0,2.73,56427,113802
3688,1231,,11,11.0,2.73,56462,113867
3689,1232,,11,11.0,2.73,56497,113932
3690,1233,,11,11.0,2.73,56532,113997
3691,1234,,11,11.0,2.73,56574,114072
3692,1235,,11,11.0,2.73,56609,114137
3693,1236,,11,11.0,2.73,56644,114202
3694,1237,,11,11.0,2.73,56679,114267
3695,1238,,11,11.0,2.73,56721,114342
3696,1239,,11,11.0,2.73,56756,114407
3697,1240,,11,11.0,2.73,56791,114472
3698,1241,,11,11.0,2.73,56826,114537
3699,1242,,11,11.0,2.73,56861,114602
3700,1243,,11,11.0,2.73,56903,114677
3701,1244,,11,11.0,2.73,56938,114742
3702,1245,,11,11.0,2.73,56973,114807
3703,1246,,11,11.0,2.73,57008,114872
3704,1247,,11,11.0,2.73,57050,114947
3705,1248,,11,11.0,2.73,57085,115012
3706,1249,,11,11.0,2.73,57120,115077
3707,1250,,11,11.0,2.73,57155,115142
3708,1251,,11,11.0,2.73,57190,115207
3709,1252,,11,11.0,2.73,57232,115282
3710,1253,,11,11.0,2.73,57267,115347
3711,1254,,11,11.0,2.73,57302,115412
3712,1255,,11,11.0,2.73,57337,115477
3713,1256,11,"11, 11, 10",10.67,2.81,53062,109838
3714,1257,11,"11, 11, 10",10.67,2.81,53096,109902
3715,1258,"11, 11","11, 10",10.5,2.86,50975,107111
3716,1259,11,"11, 10",10.5,2.86,51009,107175
3717,1260,11,"11, 10",10.5,2.86,51040,107234
3718,1261,11,"11, 10",10.5,2.86,51071,107294
3719,1262,11,"11, 10",10.5,2.86,51102,107353
3720,1263,11,"11, 10",10.5,2.86,51136,107418
3721,1264,11,"11, 10",10.5,2.86,51170,107482
3722,1265,11,"11, 10",10.5,2.86,51201,107541
3723,1266,11,"11, 10",10.5,2.86,51232,107601
3724,1267,11,"11, 10",10.5,2.86,51263,107660
3725,1268,11,"11, 10",10.5,2.86,51294,107720
3726,1269,11,"11, 10",10.5,2.86,51328,107784
3727,1270,11,"11, 10",10.5,2.86,51359,107843
3728,1271,11,"11, 10",10.5,2.86,51394,107908
3729,1272,11,"11, 10",10.5,2.86,51425,107967
3730,1273,11,"11, 10",10.5,2.86,51459,108031
3731,1274,11,"11, 10",10.5,2.86,51490,108091
3732,1275,11,"11, 10",10.5,2.86,51521,108150
3733,1276,11,"11, 10",10.5,2.86,51552,108210
3734,1277,11,"11, 10",10.5,2.86,51583,108269
3735,1278,11,"11, 10",10.5,2.86,51617,108333
3736,1279,11,"11, 10",10.5,2.86,51651,108398
3737,1280,"11, 11","10, 11, 10",10.33,2.9,49531,105595
3738,1281,11,"11, 10, 10",10.33,2.9,49560,105652
3739,1282,11,"11, 10, 10",10.33,2.9,49590,105710
3740,1283,"11, 11",10,10.0,3.0,45321,100044
3741,1284,"11, 11",10,10.0,3.0,45348,100098
3742,1285,"11, 11",10,10.0,3.0,45375,100152
3743,1286,"11, 11",10,10.0,3.0,45402,100206
3744,1287,"11, 11",10,10.0,3.0,45435,100269
3745,1288,"11, 11",10,10.0,3.0,45462,100323
3746,1289,"11, 11",10,10.0,3.0,45489,100377
3747,1290,"11, 11",10,10.0,3.0,45516,100431
3748,1291,"11, 11",10,10.0,3.0,45543,100485
3749,1292,"11, 11",10,10.0,3.0,45570,100539
3750,1293,11,10,10.0,3.0,45597,100593
3751,1294,11,10,10.0,3.0,45624,100647
3752,1295,11,10,10.0,3.0,45651,100701
3753,1296,11,10,10.0,3.0,45678,100755
3754,1297,11,10,10.0,3.0,45711,100818
3755,1298,11,10,10.0,3.0,45738,100872
3756,1299,11,10,10.0,3.0,45765,100926
3757,1300,11,10,10.0,3.0,45792,100980
3758,1301,11,10,10.0,3.0,45819,101034
3759,1302,11,10,10.0,3.0,45846,101088
3760,1303,11,10,10.0,3.0,45873,101142
3761,1304,11,10,10.0,3.0,45900,101196
3762,1305,11,10,10.0,3.0,45927,101250
3763,1306,11,10,10.0,3.0,45960,101313
3764,1307,11,10,10.0,3.0,45987,101367
3765,1308,11,10,10.0,3.0,46014,101421
3766,1309,11,10,10.0,3.0,46041,101475
3767,1310,11,10,10.0,3.0,46068,101529
3768,1311,11,10,10.0,3.0,46095,101583
3769,1312,11,10,10.0,3.0,46122,101637
3770,1313,11,10,10.0,3.0,46149,101691
3771,1314,11,10,10.0,3.0,46176,101745
3772,1315,11,10,10.0,3.0,46209,101808
3773,1316,11,10,10.0,3.0,46236,101862
3774,1317,11,10,10.0,3.0,46263,101916
3775,1318,11,10,10.0,3.0,46290,101970
3776,1319,11,10,10.0,3.0,46317,102024
3777,1320,11,10,10.0,3.0,46344,102078
3778,1321,11,10,10.0,3.0,46371,102132
3779,1322,11,10,10.0,3.0,46398,102186
3780,1323,11,10,10.0,3.0,46425,102240
3781,1324,11,10,10.0,3.0,46458,102303
3782,1325,11,10,10.0,3.0,46485,102357
3783,1326,11,10,10.0,3.0,46512,102411
3784,1327,11,10,10.0,3.0,46539,102465
3785,1328,11,10,10.0,3.0,46566,102519
3786,1329,11,10,10.0,3.0,46593,102573
3787,1330,11,10,10.0,3.0,46620,102627
3788,1331,11,10,10.0,3.0,46647,102681
3789,1332,11,10,10.0,3.0,46674,102735
3790,1333,11,10,10.0,3.0,46707,102798
3791,1334,11,10,10.0,3.0,46734,102852
3792,1335,11,10,10.0,3.0,46761,102906
3793,1336,11,10,10.0,3.0,46788,102960
3794,1337,11,10,10.0,3.0,46815,103014
3795,1338,11,10,10.0,3.0,46842,103068
3796,1339,11,10,10.0,3.0,46869,103122
3797,1340,11,10,10.0,3.0,46896,103176
3798,1341,11,10,10.0,3.0,46923,103230
3799,1342,11,10,10.0,3.0,46956,103293
3800,1343,11,10,10.0,3.0,46983,103347
3801,1344,11,10,10.0,3.0,47010,103401
3802,1345,11,10,10.0,3.0,47037,103455
3803,1346,11,10,10.0,3.0,47064,103509
3804,1347,11,10,10.0,3.0,47091,103563
3805,1348,11,10,10.0,3.0,47118,103617
3806,1349,11,10,10.0,3.0,47145,103671
3807,1350,11,10,10.0,3.0,47172,103725
3808,1351,11,10,10.0,3.0,47205,103788
3809,1352,11,10,10.0,3.0,47232,103842
3810,1353,11,10,10.0,3.0,47259,103896
3811,1354,11,10,10.0,3.0,47286,103950
3812,1355,11,10,10.0,3.0,47313,104004
3813,1356,11,10,10.0,3.0,47340,104058
3814,1357,11,10,10.0,3.0,47367,104112
3815,1358,11,10,10.0,3.0,47394,104166
3816,1359,11,10,10.0,3.0,47421,104220
3817,1360,11,10,10.0,3.0,47454,104283
3818,1361,11,10,10.0,3.0,47481,104337
3819,1362,11,10,10.0,3.0,47508,104391
3820,1363,11,10,10.0,3.0,47535,104445
3821,1364,11,10,10.0,3.0,47562,104499
3822,1365,11,10,10.0,3.0,47589,104553
3823,1366,11,10,10.0,3.0,47616,104607
3824,1367,11,10,10.0,3.0,47643,104661
3825,1368,11,10,10.0,3.0,47670,104715
3826,1369,11,10,10.0,3.0,47703,104778
3827,1370,11,10,10.0,3.0,47730,104832
3828,1371,11,10,10.0,3.0,47757,104886
3829,1372,11,10,10.0,3.0,47784,104940
3830,1373,11,10,10.0,3.0,47811,104994
3831,1374,11,10,10.0,3.0,47838,105048
3832,1375,11,10,10.0,3.0,47865,105102
3833,1376,11,10,10.0,3.0,47892,105156
3834,1377,11,10,10.0,3.0,47919,105210
3835,1378,11,10,10.0,3.0,47952,105273
3836,1379,11,10,10.0,3.0,47979,105327
3837,1380,11,10,10.0,3.0,48006,105381
3838,1381,11,10,10.0,3.0,48033,105435
3839,1382,11,10,10.0,3.0,48060,105489
3840,1383,11,10,10.0,3.0,48087,105543
3841,1384,11,10,10.0,3.0,48114,105597
3842,1385,11,10,10.0,3.0,48141,105651
3843,1386,11,10,10.0,3.0,48168,105705
3844,1387,11,10,10.0,3.0,48201,105768
3845,1388,11,10,10.0,3.0,48228,105822
3846,1389,11,10,10.0,3.0,48255,105876
3847,1390,11,10,10.0,3.0,48282,105930
3848,1391,11,10,10.0,3.0,48309,105984
3849,1392,11,10,10.0,3.0,48336,106038
3850,1393,11,10,10.0,3.0,48363,106092
3851,1394,11,10,10.0,3.0,48390,106146
3852,1395,11,10,10.0,3.0,48417,106200
3853,1396,11,10,10.0,3.0,48450,106263
3854,1397,11,10,10.0,3.0,48477,106317
3855,1398,11,10,10.0,3.0,48504,106371
3856,1399,11,10,10.0,3.0,48531,106425
3857,1400,11,10,10.0,3.0,48558,106479
3858,1401,11,10,10.0,3.0,48585,106533
3859,1402,11,10,10.0,3.0,48612,106587
3860,1403,11,10,10.0,3.0,48639,106641
3861,1404,11,10,10.0,3.0,48666,106695
3862,1405,11,10,10.0,3.0,48699,106758
3863,1406,11,10,10.0,3.0,48726,106812
3864,1407,11,10,10.0,3.0,48753,106866
3865,1408,11,10,10.0,3.0,48780,106920
3866,1409,11,10,10.0,3.0,48807,106974
3867,1410,11,10,10.0,3.0,48834,107028
3868,1411,11,10,10.0,3.0,48861,107082
3869,1412,11,10,10.0,3.0,48888,107136
3870,1413,11,10,10.0,3.0,48915,107190
3871,1414,11,10,10.0,3.0,48948,107253
3872,1415,11,10,10.0,3.0,48975,107307
3873,1416,11,10,10.0,3.0,49002,107361
3874,1417,11,10,10.0,3.0,49029,107415
3875,1418,11,10,10.0,3.0,49056,107469
3876,1419,11,10,10.0,3.0,49083,107523
3877,1420,11,10,10.0,3.0,49110,107577
3878,1421,11,10,10.0,3.0,49137,107631
3879,1422,11,10,10.0,3.0,49164,107685
3880,1423,11,10,10.0,3.0,49197,107748
3881,1424,11,10,10.0,3.0,49224,107802
3882,1425,11,10,10.0,3.0,49251,107856
3883,1426,11,10,10.0,3.0,49278,107910
3884,1427,11,10,10.0,3.0,49305,107964
3885,1428,11,10,10.0,3.0,49332,108018
3886,1429,11,10,10.0,3.0,49359,108072
3887,1430,11,10,10.0,3.0,49386,108126
3888,1431,11,10,10.0,3.0,49413,108180
3889,1432,11,10,10.0,3.0,49446,108243
3890,1433,11,10,10.0,3.0,49473,108297
3891,1434,11,10,10.0,3.0,49500,108351
3892,1435,11,10,10.0,3.0,49527,108405
3893,1436,11,10,10.0,3.0,49554,108459
3894,1437,11,10,10.0,3.0,49581,108513
3895,1438,11,10,10.0,3.0,49608,108567
3896,1439,11,10,10.0,3.0,49635,108621
3897,1440,11,10,10.0,3.0,49662,108675
3898,1441,11,10,10.0,3.0,49695,108738
3899,1442,11,10,10.0,3.0,49722,108792
3900,1443,11,10,10.0,3.0,49749,108846
3901,1444,11,10,10.0,3.0,49776,108900
3902,1445,11,10,10.0,3.0,49803,108954
3903,1446,11,10,10.0,3.0,49830,109008
3904,1447,11,10,10.0,3.0,49857,109062
3905,1448,11,10,10.0,3.0,49884,109116
3906,1449,11,10,10.0,3.0,49911,109170
3907,1450,11,10,10.0,3.0,49944,109233
3908,1451,11,10,10.0,3.0,49971,109287
3909,1452,11,10,10.0,3.0,49998,109341
3910,1453,11,10,10.0,3.0,50025,109395
3911,1454,11,10,10.0,3.0,50052,109449
3912,1455,11,10,10.0,3.0,50079,109503
3913,1456,11,10,10.0,3.0,50106,109557
3914,1457,11,10,10.0,3.0,50133,109611
3915,1458,11,10,10.0,3.0,50160,109665
3916,1459,11,10,10.0,3.0,50193,109728
3917,1460,11,10,10.0,3.0,50220,109782
3918,1461,11,10,10.0,3.0,50247,109836
3919,1462,11,10,10.0,3.0,50274,109890
3920,1463,11,10,10.0,3.0,50301,109944
3921,1464,11,10,10.0,3.0,50328,109998
3922,1465,11,10,10.0,3.0,50355,110052
3923,1466,11,10,10.0,3.0,50382,110106
3924,1467,11,10,10.0,3.0,50409,110160
3925,1468,11,10,10.0,3.0,50442,110223
3926,1469,11,10,10.0,3.0,50469,110277
3927,1470,11,10,10.0,3.0,50496,110331
3928,1471,11,10,10.0,3.0,50523,110385
3929,1472,11,10,10.0,3.0,50550,110439
3930,1473,11,10,10.0,3.0,50577,110493
3931,1474,11,10,10.0,3.0,50604,110547
3932,1475,11,10,10.0,3.0,50631,110601
3933,1476,11,10,10.0,3.0,50658,110655
3934,1477,11,10,10.0,3.0,50691,110718
3935,1478,11,10,10.0,3.0,50718,110772
3936,1479,11,10,10.0,3.0,50745,110826
3937,1480,,10,10.0,3.0,50772,110880
3938,1481,,10,10.0,3.0,50799,110934
3939,1482,,10,10.0,3.0,50826,110988
3940,1483,,10,10.0,3.0,50853,111042
3941,1484,,10,10.0,3.0,50880,111096
3942,1485,,10,10.0,3.0,50907,111150
3943,1486,,10,10.0,3.0,50940,111213
3944,1487,,10,10.0,3.0,50967,111267
3945,1488,,10,10.0,3.0,50994,111321
3946,1489,,10,10.0,3.0,51021,111375
3947,1490,,10,10.0,3.0,51048,111429
3948,1491,,10,10.0,3.0,51075,111483
3949,1492,,10,10.0,3.0,51102,111537
3950,1493,,10,10.0,3.0,51129,111591
3951,1494,,10,10.0,3.0,51156,111645
3952,1495,,10,10.0,3.0,51189,111708
3953,1496,,10,10.0,3.0,51216,111762
3954,1497,,10,10.0,3.0,51243,111816
3955,1498,,10,10.0,3.0,51270,111870
3956,1499,,10,10.0,3.0,51297,111924
3957,1500,,10,10.0,3.0,51324,111978
3958,1501,,10,10.0,3.0,51351,112032
3959,1502,,10,10.0,3.0,51378,112086
3960,1503,,10,10.0,3.0,51405,112140
3961,1504,,10,10.0,3.0,51438,112203
3962,1505,,10,10.0,3.0,51465,112257
3963,1506,,10,10.0,3.0,51492,112311
3964,1507,,10,10.0,3.0,51519,112365
3965,1508,,10,10.0,3.0,51546,112419
3966,1509,,10,10.0,3.0,51573,112473
3967,1510,,10,10.0,3.0,51600,112527
3968,1511,,10,10.0,3.0,51627,112581
3969,1512,,10,10.0,3.0,51654,112635
3970,1513,,10,10.0,3.0,51687,112698
3971,1514,,10,10.0,3.0,51714,112752
3972,1515,,10,10.0,3.0,51741,112806
3973,1516,,10,10.0,3.0,51768,112860
3974,1517,,10,10.0,3.0,51795,112914
3975,1518,,10,10.0,3.0,51822,112968
3976,1519,,10,10.0,3.0,51849,113022
3977,1520,,10,10.0,3.0,51876,113076
3978,1521,,10,10.0,3.0,51903,113130
3979,1522,,10,10.0,3.0,51936,113193
3980,1523,,10,10.0,3.0,51963,113247
3981,1524,,10,10.0,3.0,51990,113301
3982,1525,,10,10.0,3.0,52017,113355
3983,1526,,10,10.0,3.0,52044,113409
3984,1527,,10,10.0,3.0,52071,113463
3985,1528,,10,10.0,3.0,52098,113517
3986,1529,,10,10.0,3.0,52125,113571
3987,1530,,10,10.0,3.0,52152,113625
3988,1531,,10,10.0,3.0,52185,113688
3989,1532,,10,10.0,3.0,52212,113742
3990,1533,,10,10.0,3.0,52239,113796
3991,1534,,10,10.0,3.0,52266,113850
3992,1535,,10,10.0,3.0,52293,113904
3993,1536,,10,10.0,3.0,52320,113958
3994,1537,,10,10.0,3.0,52347,114012
3995,1538,,10,10.0,3.0,52374,114066
3996,1539,,10,10.0,3.0,52401,114120
3997,1540,,10,10.0,3.0,52434,114183
3998,1541,,10,10.0,3.0,52461,114237
3999,1542,,10,10.0,3.0,52488,114291
4000,1543,,10,10.0,3.0,52515,114345
4001,1544,,10,10.0,3.0,52542,114399
4002,1545,,10,10.0,3.0,52569,114453
4003,1546,,10,10.0,3.0,52596,114507
4004,1547,,10,10.0,3.0,52623,114561
4005,1548,,10,10.0,3.0,52650,114615
4006,1549,,10,10.0,3.0,52683,114678
4007,1550,,10,10.0,3.0,52710,114732
4008,1551,,10,10.0,3.0,52737,114786
4009,1552,,10,10.0,3.0,52764,114840
4010,1553,,10,10.0,3.0,52791,114894
4011,1554,,10,10.0,3.0,52818,114948
4012,1555,,10,10.0,3.0,52845,115002
4013,1556,,10,10.0,3.0,52872,115056
4014,1557,,10,10.0,3.0,52899,115110
4015,1558,,10,10.0,3.0,52932,115173
4016,1559,,10,10.0,3.0,52959,115227
4017,1560,,10,10.0,3.0,52986,115281
4018,1561,,10,10.0,3.0,53013,115335
4019,1562,,10,10.0,3.0,53040,115389
4020,1563,,10,10.0,3.0,53067,115443
4021,1564,,10,10.0,3.0,53094,115497
4022,1565,,10,10.0,3.0,53121,115551
4023,1566,,10,10.0,3.0,53148,115605
4024,1567,,10,10.0,3.0,53181,115668
4025,1568,,10,10.0,3.0,53208,115722
4026,1569,,10,10.0,3.0,53235,115776
4027,1570,,10,10.0,3.0,53262,115830
4028,1571,,10,10.0,3.0,53289,115884
4029,1572,,10,10.0,3.0,53316,115938
4030,1573,,10,10.0,3.0,53343,115992
4031,1574,,10,10.0,3.0,53370,116046
4032,1575,,10,10.0,3.0,53397,116100
4033,1576,,10,10.0,3.0,53430,116163
4034,1577,,10,10.0,3.0,53457,116217
4035,1578,,10,10.0,3.0,53484,116271
4036,1579,,10,10.0,3.0,53511,116325
4037,1580,,10,10.0,3.0,53538,116379
4038,1581,,10,10.0,3.0,53565,116433
4039,1582,,10,10.0,3.0,53592,116487
4040,1583,,10,10.0,3.0,53619,116541
4041,1584,,10,10.0,3.0,53646,116595
4042,1585,,10,10.0,3.0,53679,116658
4043,1586,,10,10.0,3.0,53706,116712
4044,1587,,10,10.0,3.0,53733,116766
4045,1588,,10,10.0,3.0,53760,116820
4046,1589,,10,10.0,3.0,53787,116874
4047,1590,,10,10.0,3.0,53814,116928
4048,1591,,10,10.0,3.0,53841,116982
4049,1592,,10,10.0,3.0,53868,117036
4050,1593,,10,10.0,3.0,53895,117090
4051,1594,,10,10.0,3.0,53928,117153
4052,1595,,10,10.0,3.0,53955,117207
4053,1596,,10,10.0,3.0,53982,117261
4054,1597,,10,10.0,3.0,54009,117315
4055,1598,,10,10.0,3.0,54036,117369
4056,1599,,10,10.0,3.0,54063,117423
4057,1600,,10,10.0,3.0,54090,117477
4058,1601,,10,10.0,3.0,54117,117531
4059,1602,,10,10.0,3.0,54144,117585
4060,1603,,10,10.0,3.0,54177,117648
4061,1604,,10,10.0,3.0,54204,117702
4062,1605,,10,10.0,3.0,54231,117756
4063,1606,,10,10.0,3.0,54258,117810
4064,1607,,10,10.0,3.0,54285,117864
4065,1608,,10,10.0,3.0,54312,117918
4066,1609,,10,10.0,3.0,54339,117972
4067,1610,,10,10.0,3.0,54366,118026
4068,1611,,10,10.0,3.0,54393,118080
4069,1612,,10,10.0,3.0,54426,118143
4070,1613,,10,10.0,3.0,54453,118197
4071,1614,,10,10.0,3.0,54480,118251
4072,1615,,10,10.0,3.0,54507,118305
4073,1616,,10,10.0,3.0,54534,118359
4074,1617,,10,10.0,3.0,54561,118413
4075,1618,,10,10.0,3.0,54588,118467
4076,1619,,10,10.0,3.0,54615,118521
4077,1620,,10,10.0,3.0,54642,118575
4078,1621,,10,10.0,3.0,54675,118638
4079,1622,,10,10.0,3.0,54702,118692
4080,1623,,10,10.0,3.0,54729,118746
4081,1624,,10,10.0,3.0,54756,118800
4082,1625,,10,10.0,3.0,54783,118854
4083,1626,,10,10.0,3.0,54810,118908
4084,1627,,10,10.0,3.0,54837,118962
4085,1628,,10,10.0,3.0,54864,119016
4086,1629,,10,10.0,3.0,54891,119070
4087,1630,,10,10.0,3.0,54924,119133
4088,1631,,10,10.0,3.0,54951,119187
4089,1632,,10,10.0,3.0,54978,119241
4090,1633,,10,10.0,3.0,55005,119295
4091,1634,,10,10.0,3.0,55032,119349
4092,1635,,10,10.0,3.0,55059,119403
4093,1636,,10,10.0,3.0,55086,119457
4094,1637,,10,10.0,3.0,55113,119511
4095,1638,,10,10.0,3.0,55140,119565
4096,1639,,10,10.0,3.0,55173,119628
4097,1640,,10,10.0,3.0,55200,119682
4098,1641,,10,10.0,3.0,55227,119736
4099,1642,,10,10.0,3.0,55254,119790
4100,1643,,10,10.0,3.0,55281,119844
4101,1644,,10,10.0,3.0,55308,119898
4102,1645,,10,10.0,3.0,55335,119952
4103,1646,,10,10.0,3.0,55362,120006
4104,1647,,10,10.0,3.0,55389,120060
4105,1648,,10,10.0,3.0,55422,120123
4106,1649,,10,10.0,3.0,55449,120177
4107,1650,,10,10.0,3.0,55476,120231
4108,1651,,10,10.0,3.0,55503,120285
4109,1652,,10,10.0,3.0,55530,120339
4110,1653,,10,10.0,3.0,55557,120393
4111,1654,,10,10.0,3.0,55584,120447
4112,1655,,10,10.0,3.0,55611,120501
4113,1656,,10,10.0,3.0,55638,120555
4114,1657,,10,10.0,3.0,55671,120618
4115,1658,,10,10.0,3.0,55698,120672
4116,1659,,10,10.0,3.0,55725,120726
4117,1660,,10,10.0,3.0,55752,120780
4118,1661,,10,10.0,3.0,55779,120834
4119,1662,,10,10.0,3.0,55806,120888
4120,1663,,10,10.0,3.0,55833,120942
4121,1664,,10,10.0,3.0,55860,120996
4122,1665,,10,10.0,3.0,55887,121050
4123,1666,,10,10.0,3.0,55920,121113
4124,1667,,10,10.0,3.0,55947,121167
4125,1668,,10,10.0,3.0,55974,121221
4126,1669,,10,10.0,3.0,56001,121275
4127,1670,,10,10.0,3.0,56028,121329
4128,1671,,10,10.0,3.0,56055,121383
4129,1672,,10,10.0,3.0,56082,121437
4130,1673,,10,10.0,3.0,56109,121491
4131,1674,,10,10.0,3.0,56136,121545
4132,1675,,10,10.0,3.0,56169,121608
4133,1676,,10,10.0,3.0,56196,121662
4134,1677,,10,10.0,3.0,56223,121716
4135,1678,,10,10.0,3.0,56250,121770
4136,1679,,10,10.0,3.0,56277,121824
4137,1680,,10,10.0,3.0,56304,121878
4138,1681,,10,10.0,3.0,56331,121932
4139,1682,,10,10.0,3.0,56358,121986
4140,1683,,10,10.0,3.0,56385,122040
4141,1684,,10,10.0,3.0,56418,122103
4142,1685,,10,10.0,3.0,56445,122157
4143,1686,,10,10.0,3.0,56472,122211
4144,1687,,10,10.0,3.0,56499,122265
4145,1688,,10,10.0,3.0,56526,122319
4146,1689,,10,10.0,3.0,56553,122373
4147,1690,,10,10.0,3.0,56580,122427
4148,1691,,10,10.0,3.0,56607,122481
4149,1692,,10,10.0,3.0,56634,122535
4150,1693,,10,10.0,3.0,56667,122598
4151,1694,,10,10.0,3.0,56694,122652
4152,1695,,10,10.0,3.0,56721,122706
4153,1696,,10,10.0,3.0,56748,122760
4154,1697,,10,10.0,3.0,56775,122814
4155,1698,,10,10.0,3.0,56802,122868
4156,1699,,10,10.0,3.0,56829,122922
4157,1700,,10,10.0,3.0,56856,122976
4158,1701,,10,10.0,3.0,56883,123030
4159,1702,,10,10.0,3.0,56916,123093
4160,1703,,10,10.0,3.0,56943,123147
4161,1704,,10,10.0,3.0,56970,123201
4162,1705,,10,10.0,3.0,56997,123255
4163,1706,,10,10.0,3.0,57024,123309
4164,1707,,10,10.0,3.0,57051,123363
4165,1708,,10,10.0,3.0,57078,123417
4166,1709,,10,10.0,3.0,57105,123471
4167,1710,,10,10.0,3.0,57132,123525
4168,1711,,10,10.0,3.0,57165,123588
4169,1712,,10,10.0,3.0,57192,123642
4170,1713,,10,10.0,3.0,57219,123696
4171,1714,,10,10.0,3.0,57246,123750
4172,1715,,10,10.0,3.0,57273,123804
4173,1716,,10,10.0,3.0,57300,123858
4174,1717,,10,10.0,3.0,57327,123912
4175,1718,10,"10, 10, 9",9.67,3.1,52356,117060
4176,1719,10,"10, 10, 9",9.67,3.1,52381,117111
4177,1720,10,"10, 10, 9",9.67,3.1,52405,117161
4178,1721,10,"10, 10, 9",9.67,3.1,52430,117212
4179,1722,10,"10, 9",9.5,3.16,49959,113811
4180,1723,10,"10, 9",9.5,3.16,49985,113864
4181,1724,10,"10, 9",9.5,3.16,50009,113913
4182,1725,10,"10, 9",9.5,3.16,50032,113962
4183,1726,10,"10, 9",9.5,3.16,50056,114011
4184,1727,10,"10, 9",9.5,3.16,50079,114060
4185,1728,10,"10, 9",9.5,3.16,50103,114109
4186,1729,10,"10, 9",9.5,3.16,50126,114158
4187,1730,10,"10, 9",9.5,3.16,50150,114207
4188,1731,10,"10, 9",9.5,3.16,50173,114256
4189,1732,10,"10, 9",9.5,3.16,50197,114305
4190,1733,10,"10, 9",9.5,3.16,50223,114358
4191,1734,10,"10, 9",9.5,3.16,50246,114407
4192,1735,10,"10, 9",9.5,3.16,50270,114456
4193,1736,10,"10, 9",9.5,3.16,50293,114505
4194,1737,10,"10, 9",9.5,3.16,50317,114554
4195,1738,10,"10, 9",9.5,3.16,50340,114603
4196,1739,10,"10, 9",9.5,3.16,50364,114652
4197,1740,10,"10, 9",9.5,3.16,50387,114701
4198,1741,10,"10, 9",9.5,3.16,50411,114750
4199,1742,10,"10, 9",9.5,3.16,50434,114799
4200,1743,10,"10, 9",9.5,3.16,50460,114852
4201,1744,10,"10, 9",9.5,3.16,50484,114901
